H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z
Min03	BosAtns07	Min02	116320	166209	-0.1765801	-0.1765801	0.0251879	-7.010514
Min04	BosAtns07	Min02	118262	164995	-0.1649844	-0.1649844	0.02547835	-6.475477
Min05	BosAtns07	Min02	115839	172554	-0.1966587	-0.1966587	0.02500663	-7.864264
Min06	BosAtns07	Min02	109637	150885	-0.1583283	-0.1583283	0.0234583	-6.74935
Min07	BosAtns07	Min02	129107	177221	-0.1570669	-0.1570669	0.02730506	-5.752301
Min08	BosAtns07	Min02	124647	165131	-0.1397069	-0.1397069	0.02882352	-4.846977
Min09	BosAtns07	Min02	128201	174244	-0.1522359	-0.1522359	0.02814374	-5.409229
Min10	BosAtns07	Min02	102500	144438	-0.1698321	-0.1698321	0.02228123	-7.622205
BosCrete01	BosAtns07	Min02	58449	57475	0.008402057	0.008402057	0.007644209	1.09914
BosCrete02	BosAtns07	Min02	58093	60422	-0.01965152	-0.01965152	0.01104741	-1.778835
BosCrete03	BosAtns07	Min02	57383	58556	-0.01011739	-0.01011739	0.009892069	-1.022778
BosCrete04	BosAtns07	Min02	56768	57653	-0.007734594	-0.007734594	0.009945329	-0.7777113
BosCrete05	BosAtns07	Min02	56968	55524	0.01283647	0.01283647	0.008841368	1.451865
BosCrete06	BosAtns07	Min02	57158	57008	0.001313876	0.001313876	0.008867565	0.1481665
BosCrete07	BosAtns07	Min02	57565	57170	0.003442716	0.003442716	0.008109608	0.4245231
BosCrete08	BosAtns07	Min02	57884	57428	0.003954489	0.003954489	0.009057715	0.4365879
BosCrete09	BosAtns07	Min02	54807	55040	-0.002121132	-0.002121132	0.009192946	-0.2307348
PSP01	BosAtns07	Min02	170222	180953	-0.03055741	-0.03055741	0.02780953	-1.098811
PSP02	BosAtns07	Min02	171885	185007	-0.03676743	-0.03676743	0.02796849	-1.314602
PSP03	BosAtns07	Min02	172707	183179	-0.02942515	-0.02942515	0.02835785	-1.037637
PSP07	BosAtns07	Min02	173783	188319	-0.04014339	-0.04014339	0.0281169	-1.427732
PSP08	BosAtns07	Min02	172656	186708	-0.03910241	-0.03910241	0.02779948	-1.406588
PSP09	BosAtns07	Min02	172584	188107	-0.04303684	-0.04303684	0.02805444	-1.534047
PSP12	BosAtns07	Min02	172122	184008	-0.03337545	-0.03337545	0.02762579	-1.208127
PSP15	BosAtns07	Min02	172108	189326	-0.04763802	-0.04763802	0.02816101	-1.69163
PSP20	BosAtns07	Min02	171974	181732	-0.02758788	-0.02758788	0.02780862	-0.9920624
Hs01	BosAtns07	Min02	172147	186238	-0.03931805	-0.03931805	0.02819682	-1.394414
Hs02	BosAtns07	Min02	169740	179635	-0.028322	-0.028322	0.02740031	-1.033638
Hs03	BosAtns07	Min02	173739	181468	-0.02175914	-0.02175914	0.02765609	-0.7867759
Hs04	BosAtns07	Min02	170919	188371	-0.04857358	-0.04857358	0.02857222	-1.700028
Hs05	BosAtns07	Min02	171141	186053	-0.04174762	-0.04174762	0.02733092	-1.527487
Hs06	BosAtns07	Min02	168507	181891	-0.03819657	-0.03819657	0.0284742	-1.341445
Hs07	BosAtns07	Min02	173318	183885	-0.02958262	-0.02958262	0.02738858	-1.080108
Hs08	BosAtns07	Min02	169715	181498	-0.03354944	-0.03354944	0.02771699	-1.210429
Hs09	BosAtns07	Min02	169933	184307	-0.04057701	-0.04057701	0.02881839	-1.408025
Hs10	BosAtns07	Min02	172674	182112	-0.02660195	-0.02660195	0.02761584	-0.963286
BosAtns01	BosAtns07	Min02	57350	57712	-0.00314613	-0.00314613	0.009125108	-0.3447773
BosAtns02	BosAtns07	Min02	57188	57781	-0.005157912	-0.005157912	0.01114899	-0.4626349
BosAtns03	BosAtns07	Min02	57905	57071	0.007253688	0.007253688	0.009067009	0.8000089
BosAtns04	BosAtns07	Min02	57484	56804	0.005949881	0.005949881	0.008837827	0.673229
BosAtns05	BosAtns07	Min02	56660	55807	0.007584447	0.007584447	0.009160233	0.8279753
BosAtns06	BosAtns07	Min02	57062	56309	0.00664191	0.00664191	0.008052859	0.8247891
Min11	BosAtns08	Min02	111633	208339	-0.3022327	-0.3022327	0.02483884	-12.16774
Min01	BosAtns08	Min02	116990	166874	-0.175732	-0.175732	0.02501976	-7.023731
Min03	BosAtns08	Min02	114961	167622	-0.1863559	-0.1863559	0.02514223	-7.412066
Min04	BosAtns08	Min02	117499	166995	-0.1739791	-0.1739791	0.02583474	-6.734307
Min05	BosAtns08	Min02	113631	173191	-0.2076549	-0.2076549	0.02445178	-8.492424
Min06	BosAtns08	Min02	110005	153981	-0.1665846	-0.1665846	0.02320647	-7.178368
Min07	BosAtns08	Min02	129902	180707	-0.1635658	-0.1635658	0.02777441	-5.889081
Min08	BosAtns08	Min02	123222	166443	-0.1492103	-0.1492103	0.02888893	-5.164964
Min09	BosAtns08	Min02	126790	175512	-0.16117	-0.16117	0.02811477	-5.732572
Min10	BosAtns08	Min02	101910	146672	-0.1800694	-0.1800694	0.02287025	-7.87352
BosCrete01	BosAtns08	Min02	56909	58273	-0.01184213	-0.01184213	0.009455521	-1.252404
BosCrete02	BosAtns08	Min02	57384	62112	-0.03956618	-0.03956618	0.01255326	-3.151866
BosCrete03	BosAtns08	Min02	55457	59006	-0.03100565	-0.03100565	0.01014652	-3.055792
BosCrete04	BosAtns08	Min02	55596	58953	-0.02930624	-0.02930624	0.01072289	-2.733054
BosCrete05	BosAtns08	Min02	55488	56388	-0.008044621	-0.008044621	0.009985672	-0.8056163
BosCrete06	BosAtns08	Min02	55912	58153	-0.01964669	-0.01964669	0.01041532	-1.886327
BosCrete07	BosAtns08	Min02	55656	57609	-0.01724275	-0.01724275	0.01001733	-1.721293
BosCrete08	BosAtns08	Min02	56934	58873	-0.01674337	-0.01674337	0.01009317	-1.658882
BosCrete09	BosAtns08	Min02	53786	56477	-0.02440529	-0.02440529	0.01024988	-2.381031
PSP01	BosAtns08	Min02	169423	182517	-0.03720521	-0.03720521	0.02780115	-1.338261
PSP02	BosAtns08	Min02	170568	186294	-0.04406745	-0.04406745	0.02808642	-1.568995
PSP03	BosAtns08	Min02	171850	184912	-0.03661264	-0.03661264	0.02846042	-1.286441
PSP07	BosAtns08	Min02	172633	189738	-0.047203	-0.047203	0.02823057	-1.672053
PSP08	BosAtns08	Min02	171353	188009	-0.04634881	-0.04634881	0.02796403	-1.657444
PSP09	BosAtns08	Min02	171252	189317	-0.05010137	-0.05010137	0.02814174	-1.780322
PSP12	BosAtns08	Min02	170701	185186	-0.04070112	-0.04070112	0.02771854	-1.468372
PSP15	BosAtns08	Min02	171158	191000	-0.05478824	-0.05478824	0.02819199	-1.943398
PSP20	BosAtns08	Min02	171022	183298	-0.03464665	-0.03464665	0.0279153	-1.241135
Hs01	BosAtns08	Min02	171194	187864	-0.04642704	-0.04642704	0.02823468	-1.644327
Hs02	BosAtns08	Min02	168505	180966	-0.03565675	-0.03565675	0.02749435	-1.296875
Hs03	BosAtns08	Min02	172929	183262	-0.02900972	-0.02900972	0.0276961	-1.04743
Hs04	BosAtns08	Min02	170129	190090	-0.05541351	-0.05541351	0.02853688	-1.941821
Hs05	BosAtns08	Min02	170126	187639	-0.04895113	-0.04895113	0.02729809	-1.793207
Hs06	BosAtns08	Min02	167498	183347	-0.04517379	-0.04517379	0.02852388	-1.583719
Hs07	BosAtns08	Min02	172717	185833	-0.03658067	-0.03658067	0.02735733	-1.337143
Hs08	BosAtns08	Min02	168376	182820	-0.04112803	-0.04112803	0.02789659	-1.474303
Hs09	BosAtns08	Min02	169156	186124	-0.04775951	-0.04775951	0.02879475	-1.658619
Hs10	BosAtns08	Min02	171328	183311	-0.03378929	-0.03378929	0.02773273	-1.21839
BosAtns01	BosAtns08	Min02	55769	58469	-0.02363487	-0.02363487	0.009911476	-2.384596
BosAtns02	BosAtns08	Min02	55350	58330	-0.02621393	-0.02621393	0.01252153	-2.093508
BosAtns03	BosAtns08	Min02	57071	58561	-0.01288571	-0.01288571	0.01077637	-1.195737
BosAtns04	BosAtns08	Min02	56287	57964	-0.01467821	-0.01467821	0.01102499	-1.331358
BosAtns05	BosAtns08	Min02	56247	57713	-0.01286416	-0.01286416	0.01060896	-1.212575
BosAtns06	BosAtns08	Min02	55751	57344	-0.0140855	-0.0140855	0.01075946	-1.309127
BosAtns07	BosAtns08	Min02	56949	59401	-0.02107434	-0.02107434	0.01048799	-2.009379
Min11	BosAtns09	Min02	112714	207487	-0.2959797	-0.2959797	0.02511129	-11.78672
Min01	BosAtns09	Min02	117572	165791	-0.1701669	-0.1701669	0.02459371	-6.919123
Min03	BosAtns09	Min02	114239	165177	-0.1823017	-0.1823017	0.02496625	-7.301924
Min04	BosAtns09	Min02	116342	164121	-0.1703576	-0.1703576	0.02535099	-6.719958
Min05	BosAtns09	Min02	114508	172315	-0.2015424	-0.2015424	0.02492916	-8.084604
Min06	BosAtns09	Min02	110169	152382	-0.1607802	-0.1607802	0.02379004	-6.7583
Min07	BosAtns09	Min02	129118	178136	-0.1595358	-0.1595358	0.02705052	-5.897696
Min08	BosAtns09	Min02	123369	164840	-0.1438921	-0.1438921	0.02852157	-5.045027
Min09	BosAtns09	Min02	126312	173261	-0.1567197	-0.1567197	0.02784551	-5.628188
Min10	BosAtns09	Min02	101462	144414	-0.1746897	-0.1746897	0.02270432	-7.694116
BosCrete01	BosAtns09	Min02	56490	56382	0.0009568361	0.0009568361	0.008893901	0.1075834
BosCrete02	BosAtns09	Min02	57470	60680	-0.02716885	-0.02716885	0.009848831	-2.758587
BosCrete03	BosAtns09	Min02	54230	56350	-0.01917164	-0.01917164	0.00920865	-2.081916
BosCrete04	BosAtns09	Min02	54588	56402	-0.01634381	-0.01634381	0.009418226	-1.735339
BosCrete05	BosAtns09	Min02	55954	55355	0.005381416	0.005381416	0.009817409	0.5481503
BosCrete06	BosAtns09	Min02	55599	56402	-0.007169579	-0.007169579	0.008953482	-0.8007587
BosCrete07	BosAtns09	Min02	55132	55606	-0.004280373	-0.004280373	0.008424541	-0.5080839
BosCrete08	BosAtns09	Min02	56570	56936	-0.003224499	-0.003224499	0.009169413	-0.3516582
BosCrete09	BosAtns09	Min02	53259	54399	-0.01058909	-0.01058909	0.008180328	-1.294458
PSP01	BosAtns09	Min02	169342	181057	-0.03343331	-0.03343331	0.02755274	-1.21343
PSP02	BosAtns09	Min02	171177	185330	-0.03969908	-0.03969908	0.02783007	-1.426481
PSP03	BosAtns09	Min02	172130	183693	-0.03249649	-0.03249649	0.02817208	-1.1535
PSP07	BosAtns09	Min02	172995	188520	-0.04294428	-0.04294428	0.02795566	-1.536157
PSP08	BosAtns09	Min02	171808	186924	-0.04213731	-0.04213731	0.02768786	-1.521869
PSP09	BosAtns09	Min02	171868	188356	-0.04577152	-0.04577152	0.02789633	-1.640772
PSP12	BosAtns09	Min02	171102	184009	-0.03634638	-0.03634638	0.0274593	-1.323645
PSP15	BosAtns09	Min02	171461	189634	-0.05032748	-0.05032748	0.02802903	-1.795549
PSP20	BosAtns09	Min02	171115	181818	-0.03032587	-0.03032587	0.0276729	-1.095869
Hs01	BosAtns09	Min02	171704	186740	-0.04194798	-0.04194798	0.02797992	-1.499217
Hs02	BosAtns09	Min02	168987	179810	-0.03102951	-0.03102951	0.02723027	-1.139523
Hs03	BosAtns09	Min02	173130	181943	-0.02482025	-0.02482025	0.02756447	-0.9004434
Hs04	BosAtns09	Min02	170183	188556	-0.05121551	-0.05121551	0.02834473	-1.80688
Hs05	BosAtns09	Min02	170430	186372	-0.04468024	-0.04468024	0.02708437	-1.649669
Hs06	BosAtns09	Min02	167358	181659	-0.04097508	-0.04097508	0.0283748	-1.444066
Hs07	BosAtns09	Min02	172610	184082	-0.0321622	-0.0321622	0.02725919	-1.179866
Hs08	BosAtns09	Min02	168747	181511	-0.03644171	-0.03644171	0.02762027	-1.319383
Hs09	BosAtns09	Min02	169321	184750	-0.04357601	-0.04357601	0.02868457	-1.519145
Hs10	BosAtns09	Min02	171934	182384	-0.02949328	-0.02949328	0.02749825	-1.072551
BosAtns01	BosAtns09	Min02	55454	56676	-0.01089806	-0.01089806	0.00947914	-1.149689
BosAtns02	BosAtns09	Min02	54538	56017	-0.01337796	-0.01337796	0.01043463	-1.282073
BosAtns03	BosAtns09	Min02	56131	56134	-2.672249e-05	-2.672249e-05	0.008930261	-0.002992352
BosAtns04	BosAtns09	Min02	56154	56284	-0.001156193	-0.001156193	0.009922813	-0.1165187
BosAtns05	BosAtns09	Min02	55337	55321	0.0001445896	0.0001445896	0.0100016	0.01445665
BosAtns06	BosAtns09	Min02	55511	55619	-0.0009718348	-0.0009718348	0.00909119	-0.1068985
BosAtns07	BosAtns09	Min02	56240	57115	-0.007719113	-0.007719113	0.009333252	-0.827055
BosAtns08	BosAtns09	Min02	57282	55722	0.01380482	0.01380482	0.01069169	1.291172
Min11	BosAtns10	Min02	114797	209121	-0.2911972	-0.2911972	0.02495481	-11.66898
Min01	BosAtns10	Min02	118906	166296	-0.1661629	-0.1661629	0.02478752	-6.703493
Min03	BosAtns10	Min02	116668	166818	-0.1769047	-0.1769047	0.02507356	-7.055429
Min04	BosAtns10	Min02	118183	165248	-0.1660545	-0.1660545	0.02533511	-6.554323
Min05	BosAtns10	Min02	116742	173824	-0.1964511	-0.1964511	0.02503841	-7.845988
Min06	BosAtns10	Min02	112420	153913	-0.1557937	-0.1557937	0.02381007	-6.543185
Min07	BosAtns10	Min02	130892	179246	-0.1559112	-0.1559112	0.02724351	-5.722877
Min08	BosAtns10	Min02	126229	166896	-0.138736	-0.138736	0.02870694	-4.832839
Min09	BosAtns10	Min02	129444	175740	-0.1516986	-0.1516986	0.02795757	-5.42603
Min10	BosAtns10	Min02	104017	146213	-0.1686289	-0.1686289	0.02228681	-7.566308
BosCrete01	BosAtns10	Min02	58723	57497	0.01054896	0.01054896	0.008419664	1.252895
BosCrete02	BosAtns10	Min02	59067	61209	-0.01780904	-0.01780904	0.01096263	-1.624523
BosCrete03	BosAtns10	Min02	57165	58217	-0.00911754	-0.00911754	0.008832624	-1.032257
BosCrete04	BosAtns10	Min02	56175	56910	-0.006499536	-0.006499536	0.009497127	-0.6843686
BosCrete05	BosAtns10	Min02	57407	55806	0.01414149	0.01414149	0.009275152	1.524664
BosCrete06	BosAtns10	Min02	57932	57631	0.00260464	0.00260464	0.00982355	0.2651424
BosCrete07	BosAtns10	Min02	57772	57146	0.005447362	0.005447362	0.008823071	0.6173998
BosCrete08	BosAtns10	Min02	58479	57782	0.005995132	0.005995132	0.01034347	0.5796054
BosCrete09	BosAtns10	Min02	54659	54799	-0.001279029	-0.001279029	0.008933147	-0.1431779
PSP01	BosAtns10	Min02	171866	182550	-0.03014537	-0.03014537	0.02756667	-1.093544
PSP02	BosAtns10	Min02	173317	186480	-0.03658452	-0.03658452	0.02778643	-1.316633
PSP03	BosAtns10	Min02	174647	185114	-0.02909432	-0.02909432	0.02818543	-1.032247
PSP07	BosAtns10	Min02	175549	190114	-0.03983176	-0.03983176	0.02791578	-1.426855
PSP08	BosAtns10	Min02	174020	188171	-0.03907055	-0.03907055	0.02771285	-1.409835
PSP09	BosAtns10	Min02	174219	189812	-0.04283426	-0.04283426	0.02797434	-1.531198
PSP12	BosAtns10	Min02	173556	185488	-0.0332327	-0.0332327	0.02762003	-1.20321
PSP15	BosAtns10	Min02	173842	191136	-0.04738368	-0.04738368	0.02802785	-1.690593
PSP20	BosAtns10	Min02	173767	183475	-0.02717486	-0.02717486	0.0277199	-0.9803375
Hs01	BosAtns10	Min02	174259	188324	-0.03879112	-0.03879112	0.02802765	-1.38403
Hs02	BosAtns10	Min02	171607	181502	-0.02802251	-0.02802251	0.02730592	-1.026243
Hs03	BosAtns10	Min02	175867	183538	-0.02134361	-0.02134361	0.0275445	-0.7748774
Hs04	BosAtns10	Min02	172753	190163	-0.04797253	-0.04797253	0.02833386	-1.693117
Hs05	BosAtns10	Min02	172884	187920	-0.0416736	-0.0416736	0.02711375	-1.536991
Hs06	BosAtns10	Min02	169831	183146	-0.037722	-0.037722	0.02826208	-1.334721
Hs07	BosAtns10	Min02	175358	185943	-0.0292969	-0.0292969	0.02727238	-1.074234
Hs08	BosAtns10	Min02	171291	183066	-0.0332292	-0.0332292	0.02766917	-1.200947
Hs09	BosAtns10	Min02	171954	186324	-0.04010852	-0.04010852	0.02867433	-1.39876
Hs10	BosAtns10	Min02	174437	183880	-0.02635376	-0.02635376	0.02753028	-0.9572644
BosAtns01	BosAtns10	Min02	56621	56795	-0.001534175	-0.001534175	0.008713709	-0.1760645
BosAtns02	BosAtns10	Min02	58103	58543	-0.003772097	-0.003772097	0.01153547	-0.3269999
BosAtns03	BosAtns10	Min02	58294	57227	0.009236416	0.009236416	0.009950488	0.9282375
BosAtns04	BosAtns10	Min02	58339	57456	0.007625545	0.007625545	0.01048462	0.7273077
BosAtns05	BosAtns10	Min02	57885	56816	0.009319884	0.009319884	0.009124001	1.021469
BosAtns06	BosAtns10	Min02	57745	56837	0.007924456	0.007924456	0.008991642	0.8813135
BosAtns07	BosAtns10	Min02	58854	58666	0.001599728	0.001599728	0.009548697	0.1675336
BosAtns08	BosAtns10	Min02	59891	57276	0.02231857	0.02231857	0.01113712	2.00398
BosAtns09	BosAtns10	Min02	57737	56678	0.009255779	0.009255779	0.009180916	1.008154
Min11	Mino01	Min02	131835	200899	-0.2075652	-0.2075652	0.02401374	-8.643602
Min01	Mino01	Min02	141223	163565	-0.07330341	-0.07330341	0.02257451	-3.247176
Min03	Mino01	Min02	138692	163725	-0.08277643	-0.08277643	0.02466567	-3.355937
Min04	Mino01	Min02	138246	160185	-0.07351448	-0.07351448	0.02170821	-3.386483
Min05	Mino01	Min02	138738	170775	-0.1035078	-0.1035078	0.02405777	-4.302468
Min06	Mino01	Min02	137355	153691	-0.05612858	-0.05612858	0.02184142	-2.569823
Min07	Mino01	Min02	147485	170739	-0.07307431	-0.07307431	0.0245039	-2.98215
Min08	Mino01	Min02	146982	162557	-0.05031676	-0.05031676	0.02512373	-2.002758
Min09	Mino01	Min02	145719	167473	-0.06945899	-0.06945899	0.02365552	-2.93627
Min10	Mino01	Min02	130698	147890	-0.0617112	-0.0617112	0.0236185	-2.612833
BosCrete01	Mino01	Min02	126478	100296	0.1154542	0.1154542	0.02183132	5.288464
BosCrete02	Mino01	Min02	126505	103690	0.09911162	0.09911162	0.02253392	4.398331
BosCrete03	Mino01	Min02	123903	100334	0.1051075	0.1051075	0.02194816	4.7889
BosCrete04	Mino01	Min02	124660	100592	0.1068492	0.1068492	0.02216683	4.820229
BosCrete05	Mino01	Min02	124906	98849	0.1164533	0.1164533	0.02236767	5.20632
BosCrete06	Mino01	Min02	125254	100067	0.1117827	0.1117827	0.02203756	5.072374
BosCrete07	Mino01	Min02	125621	100160	0.1127686	0.1127686	0.02204896	5.114463
BosCrete08	Mino01	Min02	125988	100537	0.112354	0.112354	0.022067	5.091496
BosCrete09	Mino01	Min02	119623	96261	0.1082155	0.1082155	0.02241036	4.828817
PSP01	Mino01	Min02	179071	165303	0.03997979	0.03997979	0.02260448	1.768667
PSP02	Mino01	Min02	179494	167734	0.03386824	0.03386824	0.02287855	1.480349
PSP03	Mino01	Min02	181569	167116	0.04145002	0.04145002	0.02340332	1.771117
PSP07	Mino01	Min02	181141	170857	0.02921608	0.02921608	0.02332177	1.252738
PSP08	Mino01	Min02	179824	169117	0.03068427	0.03068427	0.02265944	1.354149
PSP09	Mino01	Min02	180433	170938	0.02702272	0.02702272	0.02310741	1.169439
PSP12	Mino01	Min02	179746	166732	0.03756083	0.03756083	0.02247947	1.670895
PSP15	Mino01	Min02	178488	170858	0.02184081	0.02184081	0.02301921	0.9488081
PSP20	Mino01	Min02	180757	165892	0.04288199	0.04288199	0.02260964	1.896625
Hs01	Mino01	Min02	178573	167741	0.03127797	0.03127797	0.02299593	1.360153
Hs02	Mino01	Min02	177697	162644	0.04422917	0.04422917	0.02244373	1.970669
Hs03	Mino01	Min02	181516	164825	0.04819239	0.04819239	0.02280222	2.113496
Hs04	Mino01	Min02	176511	169316	0.0208052	0.0208052	0.02346162	0.886776
Hs05	Mino01	Min02	178518	168526	0.02879174	0.02879174	0.02216934	1.298719
Hs06	Mino01	Min02	178911	167445	0.03310467	0.03310467	0.02322615	1.425319
Hs07	Mino01	Min02	180981	166584	0.04142247	0.04142247	0.02233113	1.85492
Hs08	Mino01	Min02	178106	164982	0.03825258	0.03825258	0.02269929	1.685188
Hs09	Mino01	Min02	177456	166932	0.03055856	0.03055856	0.02406236	1.269973
Hs10	Mino01	Min02	180862	165367	0.04475362	0.04475362	0.02217688	2.01803
BosAtns01	Mino01	Min02	125199	100423	0.109812	0.109812	0.02248986	4.882732
BosAtns02	Mino01	Min02	124743	100283	0.1086986	0.1086986	0.02171129	5.006545
BosAtns03	Mino01	Min02	125933	99916	0.1151964	0.1151964	0.02222311	5.183633
BosAtns04	Mino01	Min02	125749	100132	0.1134093	0.1134093	0.02198842	5.157682
BosAtns05	Mino01	Min02	121800	97118	0.1127454	0.1127454	0.02203944	5.11562
BosAtns06	Mino01	Min02	125347	99601	0.1144531	0.1144531	0.0220493	5.190783
BosAtns07	Mino01	Min02	124913	100059	0.110476	0.110476	0.02196222	5.030273
BosAtns08	Mino01	Min02	126042	98559	0.1223637	0.1223637	0.02164747	5.652563
BosAtns09	Mino01	Min02	124668	98820	0.1156572	0.1156572	0.02210914	5.231194
BosAtns10	Mino01	Min02	125654	100736	0.1100667	0.1100667	0.02178016	5.053531
Min11	Mino02	Min02	130615	195777	-0.1996434	-0.1996434	0.02517048	-7.931649
Min01	Mino02	Min02	142168	160686	-0.06114497	-0.06114497	0.022753	-2.687337
Min03	Mino02	Min02	140772	162059	-0.07029333	-0.07029333	0.02233516	-3.147205
Min04	Mino02	Min02	145156	163278	-0.05875487	-0.05875487	0.02289084	-2.566742
Min05	Mino02	Min02	142348	170465	-0.08988437	-0.08988437	0.02593767	-3.465398
Min06	Mino02	Min02	141585	154130	-0.0424226	-0.0424226	0.02262569	-1.874975
Min07	Mino02	Min02	142031	161422	-0.06390116	-0.06390116	0.0226809	-2.8174
Min08	Mino02	Min02	146133	157932	-0.0388042	-0.0388042	0.02391654	-1.622484
Min09	Mino02	Min02	149118	167164	-0.05705668	-0.05705668	0.0231688	-2.462651
Min10	Mino02	Min02	137202	150589	-0.0465164	-0.0465164	0.02310026	-2.013674
BosCrete01	Mino02	Min02	137669	107788	0.1217362	0.1217362	0.02221416	5.480116
BosCrete02	Mino02	Min02	135324	108744	0.1089041	0.1089041	0.02181081	4.993123
BosCrete03	Mino02	Min02	135065	107797	0.1122778	0.1122778	0.02207058	5.087214
BosCrete04	Mino02	Min02	135912	108140	0.1137954	0.1137954	0.02199649	5.173344
BosCrete05	Mino02	Min02	134707	105103	0.1234477	0.1234477	0.02244544	5.499902
BosCrete06	Mino02	Min02	136628	107651	0.1186226	0.1186226	0.02207517	5.373573
BosCrete07	Mino02	Min02	136775	107544	0.1196428	0.1196428	0.02209035	5.416065
BosCrete08	Mino02	Min02	136886	107659	0.1195158	0.1195158	0.02227951	5.364383
BosCrete09	Mino02	Min02	131207	104388	0.1138352	0.1138352	0.02231165	5.102052
PSP01	Mino02	Min02	176724	159306	0.05183466	0.05183466	0.02228569	2.325917
PSP02	Mino02	Min02	177731	162372	0.04515985	0.04515985	0.02228937	2.026071
PSP03	Mino02	Min02	179863	161606	0.05346605	0.05346605	0.02247893	2.378496
PSP07	Mino02	Min02	179332	165241	0.04089409	0.04089409	0.02241687	1.824255
PSP08	Mino02	Min02	178782	164356	0.04204139	0.04204139	0.02229036	1.88608
PSP09	Mino02	Min02	178443	165246	0.03839809	0.03839809	0.02193214	1.750768
PSP12	Mino02	Min02	179564	162881	0.04871731	0.04871731	0.02232157	2.182521
PSP15	Mino02	Min02	177335	165836	0.03350808	0.03350808	0.02289956	1.463263
PSP20	Mino02	Min02	178570	159928	0.0550727	0.0550727	0.02208551	2.493613
Hs01	Mino02	Min02	177999	163286	0.0431106	0.0431106	0.0221796	1.943705
Hs02	Mino02	Min02	177011	158161	0.05623978	0.05623978	0.02235569	2.515681
Hs03	Mino02	Min02	179703	159279	0.06025099	0.06025099	0.02216071	2.718821
Hs04	Mino02	Min02	175476	164543	0.03215409	0.03215409	0.02295821	1.400548
Hs05	Mino02	Min02	176777	163133	0.04014004	0.04014004	0.02182695	1.839013
Hs06	Mino02	Min02	175634	160345	0.04550582	0.04550582	0.0227404	2.001101
Hs07	Mino02	Min02	178447	160341	0.05344345	0.05344345	0.02174677	2.457535
Hs08	Mino02	Min02	176210	159290	0.05043219	0.05043219	0.02166868	2.327424
Hs09	Mino02	Min02	177798	163496	0.04190522	0.04190522	0.02352221	1.781517
Hs10	Mino02	Min02	180731	161468	0.05629181	0.05629181	0.02223106	2.532124
BosAtns01	Mino02	Min02	136382	107856	0.1167959	0.1167959	0.02237395	5.220174
BosAtns02	Mino02	Min02	136658	108491	0.1148975	0.1148975	0.02198753	5.225575
BosAtns03	Mino02	Min02	136309	106607	0.1222727	0.1222727	0.02237183	5.465476
BosAtns04	Mino02	Min02	136363	106964	0.120821	0.120821	0.02211807	5.462544
BosAtns05	Mino02	Min02	132602	104184	0.1200155	0.1200155	0.0219805	5.460091
BosAtns06	Mino02	Min02	136851	107346	0.1208246	0.1208246	0.0223766	5.399594
